split,idx,speaker,duration,sr,text,n_eojeol,n_char,est_ratio,ratio_bin,dataset_split,sample_id
train,2084,168,8.6818125,16000,전 세계적으로 정신 질환과 신경 장애로 인한 피해가 엄청나다고 세계 보건 기구의 사무총장인 그로 할렘 브룬틀란 박사는 단언한다,18,53,0.2005356953993151,mid(15~30%),train,zk_00576
train,2089,168,5.6890625,16000,그 첼시 전에서 나의 실수는 마치 내 인생에 재앙이 불어닥친 것만 같은 느낌이었다,13,33,0.3060281561353854,high(30%~),train,zk_00577
train,2092,168,7.5168125,16000,이 질문에 대한 반대비율은 이천 육 년 삼십 오 쩜 일 퍼센트에서 이천 십 육 년 사십 사 쩜 일 퍼센트로 껑충 뛰었다,23,44,0.23161590195497972,mid(15~30%),train,zk_00578
train,2104,168,6.398875,16000,부산시선거관리위원회 관계자는 에게 선거조직 뒷거래의혹에 대해 전혀 조사한 사실이 없다고 밝혔다,11,42,0.27208115598663296,mid(15~30%),train,zk_00579
train,15522,170,8.0676875,16000,또 강씨를 상대로 정확한 사건경위와 범행 동기를 조사하고 절도 혐의로 구속영장을 신청할 방침이다,13,41,0.2158007864104759,mid(15~30%),train,zk_00580
train,15523,170,6.9044375,16000,지금 여론을 보면 그렇게 하면 엎질러진 물이 되는 게 아니라 엎질러진 휘발유가 되는 거죠,14,36,0.25215860191564715,mid(15~30%),train,zk_00581
train,15525,170,6.5634375,16000,그러한 노력의 일환으로 이천 십 년을 세계 생물 다양성의 해로 지정했습니다,11,31,0.2652593716347518,mid(15~30%),train,zk_00582
train,15527,170,7.371875,16000,이로 인해 경주 대구는 진도 육 부산 울산 창원에선 진도 오 의 흔들림이 발생했다,14,32,0.23616967284632012,mid(15~30%),train,zk_00583
train,15529,170,4.9735625,16000,크레인 기사하고 현대 크레인 기사하고 머구리 기사하고 미팅하기로 했다,9,30,0.3500535696523299,high(30%~),train,zk_00584
train,15530,170,6.27925,16000,그 첼시 전에서 나의 실수는 마치 내 인생에 재앙이 불어닥친 것만 같은 느낌이었다,13,33,0.27726453111660887,mid(15~30%),train,zk_00585
train,15536,170,5.9080625,16000,안민석 우선 성난 민심을 조롱하는 대통령의 말씀이었다고 생각 되는데요,9,30,0.2946843075905115,mid(15~30%),train,zk_00586
train,15537,170,5.671,16000,그는 트럼프와 언론이 합동으로 현대판 공성계를 사용했다라고 주장했다,8,30,0.307002875509428,high(30%~),train,zk_00587
train,15538,170,8.1798125,16000,금융팀 다음 달부터 농협 신협 수협 등 상호금융권과 새마을금고에도 여신심사 가이드라인이 도입된다,12,42,0.2128426913225659,mid(15~30%),train,zk_00588
train,15543,170,8.2270625,16000,집에서 멀리 떨어져 살았지만 여호와를 공경하면서 언제나 순결을 지키고 부지런히 일하고 책임감 있게 행동했다,14,46,0.21162028452001744,mid(15~30%),train,zk_00589
train,14064,171,7.3213125,16000,이러한 노천탕에는 아침에 새들이 부르는 합창곡이나 부드럽게 흐르는 시냇물 소리가 들려올 때도 있습니다,13,44,0.23780070950583876,mid(15~30%),train,zk_00590
train,14068,171,7.6135,16000,우선 조윤선 후보자 부부의 일 년 생활비가 오 억 원이었다는 보도가 나오면서 관심이 모아졌고요,14,39,0.22867450016601643,mid(15~30%),train,zk_00591
train,14079,171,7.23775,16000,매니지먼트 게임 특성이 정적이지만 정적이지 않도록 구성해 좀 더 재미를 줄 수 있도록 만들었다,14,39,0.24054620662691667,mid(15~30%),train,zk_00592
train,14102,171,5.756,16000,일반적으로 반죽을 만들 때는 우유나 물 또는 우유와 물을 섞어서 사용합니다,11,31,0.30246930281688084,high(30%~),train,zk_00593
train,14106,171,5.8045,16000,막걸리라고 쓸 수 있는 건 국내법이 적용되지 않는 수출용 제품뿐 입니다,11,29,0.29994199448944203,mid(15~30%),train,zk_00594
train,14127,171,8.07075,16000,오 발굴팀장은 달리 말하면 이 건축물은 처음부터 무덤을 덮을 목적으로 세워진 것으로 보인다고 말했다,14,42,0.2157188993605261,mid(15~30%),train,zk_00595
train,14128,171,6.8895625,16000,이들은 해임됐고 받은 금액의 세 배에 해당하는 징계부과금을 물어야 할 처지라고 한다,12,35,0.2527030282422093,mid(15~30%),train,zk_00596
train,14166,171,6.6009375,16000,또 하나의 놀라운 설계 솜씨를 대기 중의 수증기의 움직임에서 엿볼 수 있습니다,12,32,0.26375243016828537,mid(15~30%),train,zk_00597
train,14181,171,6.3435625,16000,이데일리 노르웨이 국영석유회사 스타토일이 미국 알래스카 유전개발 사업을 포기했다,9,36,0.2744535593389308,mid(15~30%),train,zk_00598
train,14190,171,7.1601875,16000,찰스 다윈 센터의 문을 닫을 시간이 된 건 아닌가 하는 걱정에 숙소에 가방을 던져넣고 한걸음에 달려갔다,16,42,0.24315191564661764,mid(15~30%),train,zk_00599
train,11563,174,7.2315625,16000,먼저 세탁을 마친 셔츠를 세탁기에서 꺼낸 후 찬장처럼 생긴 런드로이드에 넣으면 끝난다,12,36,0.24075202378655597,mid(15~30%),train,zk_00600
train,11564,174,6.1548125,16000,사십 대가 옴짝달싹 못하는 이유는 가계의 안정성이 떨어지고 있기 때문이다,10,31,0.28287024292193563,mid(15~30%),train,zk_00601
train,11579,174,5.9991875,16000,대형견에 잡종인 참깨가 안락사 일 순위라는 말을 듣고 입양을 결심한 것,11,29,0.29020818352718036,mid(15~30%),train,zk_00602
train,11589,174,10.808375,16000,서울중부경찰서 을지지구대 양모 경위와 이모 경장은 신고 내용과 유사한 오토바이를 발견했다는 공조 요청을 받고 현장에 출동했다,16,54,0.16108002424175386,mid(15~30%),train,zk_00603
train,11590,174,4.9905,16000,그런 공격을 했을 뿐만 아니라 공약이 여러 차례 바뀌었다,9,23,0.3488655058639347,high(30%~),train,zk_00604
train,11595,174,6.621125,16000,다른 변호사는 바람을 피우고도 뻔뻔하게 행동하는 경우는 예전보다 눈에 띄게 늘었다,11,35,0.2629482613625277,mid(15~30%),train,zk_00605
train,11598,174,8.4819375,16000,다만 미분양 주택이 덩달아 늘고 있고 주택경기 호황이 지속되면서 공급과잉에 따른 입주대란 공포도 확산되는 분위기다,15,49,0.20526127515251863,mid(15~30%),train,zk_00606
train,11607,174,10.5588125,16000,온라인 여행전문 사이트 익스피디아에 따르면 아랍에미리트 직장인들은 연차휴가 삼십 일 스웨덴 네덜란드 노르웨이는 이십 오 일을 받아 백 퍼센트 쓰고 있다,21,64,0.16488722638213021,mid(15~30%),train,zk_00607
train,11614,174,5.4146875,16000,일 장막의 기초를 위한 장부 받침은 무엇으로 만들었습니까,8,24,0.3215353253560738,high(30%~),train,zk_00608
train,11622,174,8.017625,16000,오마이뉴스 최근 국내 모 백화점에서 한 외국인이 촬영한 영상이 적잖은 파장을 낳았다,12,35,0.21714825861947473,mid(15~30%),train,zk_00609
train,18810,176,5.4215,16000,대통령 탄핵 물러나다 헌재가 박근혜 전 대통령 파면 결정을 내렸다,10,27,0.32113129337156987,high(30%~),train,zk_00610
train,18812,176,5.56725,16000,몽둥이와 함께 변 씨의 가게에선 쇠 파이프와 곡괭이 자루까지 발견됐습니다,10,31,0.31272411100884034,high(30%~),train,zk_00611
train,18816,176,8.983375,16000,하지만 미국 의회에서 발족시킨 한 위원회에서는 서로 뚜렷이 구분되는 열 일곱 가지 수면 장애가 있음을 인정했습니다,16,48,0.19380392191286305,mid(15~30%),train,zk_00612
train,18818,176,8.488125,16000,청소년들을 보호하기 위해서는 아청법이 꼭 필요한 법임은 분명하지만 이에 따른 피해도 함께 발생하고 있어 문제다,15,47,0.20511164798043927,mid(15~30%),train,zk_00613
train,18821,176,7.7249375,16000,한겨레 이십 일 한겨레신문 한겨레는 한국온라인신문협회의 디지털뉴스이용규칙에 따른 저작권을 행사합니다,10,46,0.22537571430370357,mid(15~30%),train,zk_00614
train,18822,176,5.8903125,16000,조 사무총장은 다른 항공사들 같으면 곤란하다 우리도 힘들다고 했을 만한 상황이었다,11,35,0.2955723159024188,mid(15~30%),train,zk_00615
train,18825,176,8.3866875,16000,정부는 전국에 있는 사 대 강 보를 통해 확보된 물을 더 효율적으로 활용할 수 있도록 사 대 강 수자원 활용 개선 방안 용역도 시행 중이다,25,53,0.20759248595037863,mid(15~30%),train,zk_00616
train,18829,176,5.2885,16000,한 중견검사는 우리나라 대기업들은 엄청난 현안들이 존재한다,7,26,0.32920739472704286,high(30%~),train,zk_00617
train,18830,176,5.10925,16000,그는 지난해 십 이 월 이십 사 일 집행유예형을 선고받고 풀려났다,11,26,0.3407571183664855,high(30%~),train,zk_00618
train,18833,176,5.79075,16000,배송장소와 요금까지 정확히 알고 있어서 사람들을 쉽게 속일 수 있었습니다,10,31,0.30065419971747465,high(30%~),train,zk_00619
train,10238,177,7.549625,16000,천 구백 육십 년대 초반 우리는 남부 아프리카에서 여행하는 봉사를 수행하라는 임무를 받았습니다,13,40,0.23060924310995132,mid(15~30%),train,zk_00620
train,10240,177,8.5495,16000,서민들 밥상을 걱정한 정부의 정책이라고 하는데 과연 누구의 걱정이 덜어지고 누구의 주머니가 불려지는 걸까,14,45,0.20363919609497236,mid(15~30%),train,zk_00621
train,10241,177,7.7829375,16000,선대인 그런데 누구나 느끼시겠지만 지금 이천 육 년 부동산 폭등기 때보다 지금 호황인가,13,36,0.22369616960356756,mid(15~30%),train,zk_00622
train,10242,177,10.5756875,16000,미완의 삼룡 야권의 유력한 대권후보인 안철수 국민의당 상임공동대표와 문재인 전 더민주 대표는 이번 총선에서 절반의 성공을 거뒀다,17,55,0.1646241255723532,mid(15~30%),train,zk_00623
train,10247,177,7.4039375,16000,박재홍 사단법인 탁틴내일의 이현숙 상임대표와 함께 필리핀 안에 있는 코피노 문제 짚어봤습니다,12,40,0.2351469480953839,mid(15~30%),train,zk_00624
train,10250,177,10.265125,16000,단순히 계산하면 갤럭시노트 칠 의 출고가는 구십 팔 만 팔천 구백 원인데 이백 오십 만대를 곱하면 무려 이 조 사천 칠백 이십 이 억원에 달한다,25,56,0.16960468645184215,mid(15~30%),train,zk_00625
train,10251,177,6.7599375,16000,사 일 오전 여섯 시 삼십 분 피해자 황모씨는 목에 보호대를 감고 출근해 있었다,14,31,0.25754872837418485,mid(15~30%),train,zk_00626
train,10261,177,8.9204375,16000,다만 피고인이 범행 모두를 시인하고 반성하고 있는 점 동종 전과가 없는 점 등을 고려해 형을 정했다고 덧붙였다,17,45,0.1951712914320588,mid(15~30%),train,zk_00627
train,10267,177,5.600875,16000,박 대통령도 담화에서 기업들의 기금 출연을 선의라고 규정했었다,8,27,0.3108466636041629,high(30%~),train,zk_00628
train,10268,177,8.0010625,16000,하지만 전체 매출이 무려 이십 오 퍼센트나 줄면서 기존 천 원이었던 매출이 칠백 오십 원으로 줄어든 것,17,41,0.21759776367375785,mid(15~30%),train,zk_00629
train,21566,178,5.9559375,16000,실제로 이천 육 년부터 이천 십 사 년 사이에 베네수엘라의 민간기업은 이십 퍼센트나 감소했다,14,38,0.29231557702107624,mid(15~30%),train,zk_00630
train,21568,178,8.3315625,16000,손상된 조직을 제거하고 환부를 최소화하려면 숙련된 의료진이 필요했지만 이런 특수외상 수술이 가능한 숙련의는 한 명뿐이었다,15,53,0.20896600211712582,mid(15~30%),train,zk_00631
train,21569,178,6.3283125,16000,앵커 동료 교사들보다 업무량이 많았던 한 초등학교 육 학년 부장교사가 급성심장사로 숨졌습니다,12,40,0.2751149389373496,mid(15~30%),train,zk_00632
train,21575,178,5.12025,16000,반품당한 불량제품을 불우이웃에 기부품으로 내놓기도 했습니다,6,27,0.3400250587400939,high(30%~),train,zk_00633
train,21576,178,5.844625,16000,문제는 이 기 특조위에 선체 조사 권한이 넘어갈지 아니면 선조위에서 만든 보고서만 활용할지다,13,39,0.2978828080525211,mid(15~30%),train,zk_00634
train,21581,178,7.7271875,16000,세 명의 선행팀이 현장에 먼저 가서 상황과 동선을 파악하면 안 후보와 같은 차를 탄 세 명의 수행팀이 뒤이어 현장에 도착하는 식이다,21,53,0.22531008947485306,mid(15~30%),train,zk_00635
train,21584,178,6.4179375,16000,지난달 이십 구 일 민노총 관계자들이 교대할 때 가 섞여 들어간 것이다,12,28,0.2712730229943757,mid(15~30%),train,zk_00636
train,21586,178,5.664,16000,기자 지난해 팔 월 영훈국제중 김하주 이사장은 징역형이 확정됐습니다,9,29,0.3073822929050082,high(30%~),train,zk_00637
train,21587,178,5.5566875,16000,이름만 대도 알 수 있는 연예인들이 인근에서 대형 매장을 오픈했다 실패했다,11,31,0.31331855660660535,high(30%~),train,zk_00638
train,21589,178,5.5711875,16000,때문에 박 대통령의 이날 발언을 두고 박심 을 우회적으로 내비친 것 아니냐는 해석이 나왔다,14,37,0.31250308969388774,high(30%~),train,zk_00639
train,1648,180,6.62125,16000,고속도로 교통정보 표시판 등을 통한 홍보도 강화하겠다,7,23,0.2629432972647108,mid(15~30%),train,zk_00640
train,1652,180,5.0921875,16000,삼십 일 일 강원대 춘천캠퍼스에서 학생들이 대학본부를 지나고 있다,9,28,0.3418989004261855,high(30%~),train,zk_00641
train,1664,180,7.33825,16000,오 발굴팀장은 달리 말하면 이 건축물은 처음부터 무덤을 덮을 목적으로 세워진 것으로 보인다고 말했다,14,42,0.2372518389280777,mid(15~30%),train,zk_00642
train,1669,180,8.502875,16000,그래서 태극기가 만약에 예를 들어서 훼손되거나 아니면 때에 타서 이걸 소각해서 처리한다 이런 경우에 다 처벌받는 건 아니고요,18,52,0.20475583929129457,mid(15~30%),train,zk_00643
train,1672,180,6.0810625,16000,신라시대부터 시작된 이 풍속은 고려시대 쓰인 동도유속집에 그 내용이 자세히 나와있다,11,36,0.2863008408504215,mid(15~30%),train,zk_00644
train,1680,180,4.986,16000,내가 하는 일이 얼마나 중요한지 알았기 때문에 늘 조심스럽게 일했습니다,10,30,0.34918036642879385,high(30%~),train,zk_00645
train,1684,180,7.317875,16000,이번에 논란이 된 가짜 방화복이라는 것도 그 신형 방화복이 보급되는 와중에 이렇게 문제가 된 걸로 알고 있습니다,17,46,0.23791241405653502,mid(15~30%),train,zk_00646
train,1685,180,5.5135625,16000,이천 팔 에서 이천 십 삼 년 노동자의 실질임금은 평균 일 쩜 삼 퍼센트 늘어나는 데 그쳤다,17,35,0.3157692158226131,high(30%~),train,zk_00647
train,1690,180,9.6780625,16000,하지만 그 해에 영국의 저술가이자 예술가이자 해적인 윌리엄 댐피어가 해적선인 시그닛 호를 타고 항해하던 도중에 우연히 이곳 해안에 들르게 되었습니다,20,63,0.17989275301889882,mid(15~30%),train,zk_00648
train,1692,180,6.9456875,16000,일각에서는 급격히 팽창한 신규 시장이 트렌드의 변화로 해당 시장과 관련시장을 위축 시킨다는 염려의 시각도 있다,15,47,0.25066104788244015,mid(15~30%),train,zk_00649
train,10180,181,7.1230625,16000,탈북자 열 세 명이 머무는 북한이탈주민보호센터는 탈북자가 국내에 들어와 처음 가는 곳이다,12,38,0.2444192097168832,mid(15~30%),train,zk_00650
train,10182,181,9.5730625,16000,제주로 오기 전 직업은 사무 관리직이 가장 많고 자영업 판매 서비스직 순이나 이주 후 직업은 자영업 판매 서비스직 일 차 산업 순으로 나타났다,23,57,0.18186586654103282,mid(15~30%),train,zk_00651
train,10193,181,9.6159375,16000,정소민은 영화 아빠는 딸에서 극 중 딸 원도연 역할을 맡아 아빠 원상태 역의 윤제문과 몸이 뒤바뀌는 설정으로 열연을 펼칠 예정이다,20,53,0.18105497326848954,mid(15~30%),train,zk_00652
train,10194,181,8.6125625,16000,배가 기울어지는 상황에서 김초원 선생님께서 나는 기간제니까 아이들을 구할 필요는 없어 이렇게 생각하지는 않았을 것 아니에요,16,53,0.20214811875257407,mid(15~30%),train,zk_00653
train,10196,181,6.4409375,16000,그러나 이번 작전 성공으로 그동안 실추된 명예를 어느 정도나마 회복한 셈이다,11,32,0.27030433178616714,mid(15~30%),train,zk_00654
train,10209,181,10.9913125,16000,이들은 현대차그룹의 옛 한전부지 개발과 관련 시가 이해당사자인 강남구나 구민들과 사전협의없이 지구단위계획구역을 확대 추진하고 있다며 비판했다,16,63,0.1583990362401184,mid(15~30%),train,zk_00655
train,10212,181,8.7223125,16000,박근헤 대통령은 이것이 창조농업이라면서 글루텐이 포함되지 않은 글루텐 프리 빵 케이크 아이스크림 등의 시식을 국무위원들에게 권했다,16,57,0.1996045552155998,mid(15~30%),train,zk_00656
train,10222,181,7.0439375,16000,박재홍 이어서 교복공동구매제의 문제점을 제기하는 시민단체 목소리 들어보겠습니다,8,36,0.24716478631645528,mid(15~30%),train,zk_00657
train,10223,181,7.7143125,16000,방승범 간사는 찾아오는 분들을 보면 한 번 대리기사를 시작하면 쉽게 빠져나가지 못하는 것 같다고 덧붙였다,15,44,0.2256861265360933,mid(15~30%),train,zk_00658
train,10224,181,8.02125,16000,임점덕 할머니도 전세 보증금 이천 팔백 만원의 습하고 곰팡내 나는 지하 단칸방에서 홀로 생활하다 이곳에 입주했다,16,47,0.21705012398491086,mid(15~30%),train,zk_00659
train,21787,183,8.9915,16000,오랫동안 과학자들은 돌고래가 시속 마흔 킬로미터에 가까운 속도로 헤엄치는 것을 보고 놀라움을 감추지 못했습니다,14,48,0.1936287946409349,mid(15~30%),train,zk_00660
train,21789,183,5.7189375,16000,우리는 자녀를 징계하는 데 정해진 방법이 있는 건 아니라는 걸 알게 되었지요,12,31,0.3044295040842755,high(30%~),train,zk_00661
train,21796,183,11.880375,16000,갠 열차는 무역을 촉진하고 세계적으로 유명한 기차 여행을 하게 해 주었을 뿐 아니라 오지 한가운데에서도 현대 세계의 한 단면을 엿볼 수 있게 해 주었습니다,24,63,0.14654531586873024,low(~15%),train,zk_00662
train,21820,183,7.0561875,16000,문재인 대표와 더불어민주당은 김대중 대통령께서 당부했던 단결과 통합의 길을 외면했습니다,10,39,0.24673569218702962,mid(15~30%),train,zk_00663
train,21838,183,7.47375,16000,하지만 이 도마뱀은 어떻게 중력을 거슬러 다리에서부터 몸을 거쳐 입까지 물을 끌어 올릴 수 있습니까,15,41,0.23295043412128666,mid(15~30%),train,zk_00664
train,21887,183,5.958875,16000,학부모들은 평소 어린이집 보육교사들이 원생들을 함부로 다뤘다고 주장하고 있다,9,34,0.29217147649748754,mid(15~30%),train,zk_00665
train,21907,183,7.8988125,16000,한 달에 한 번씩 암컷인 아이바오의 대변에서 호르몬 농도를 조사해 생리를 언제 시작할지 파악한다,14,40,0.22041456320351524,mid(15~30%),train,zk_00666
train,22096,183,8.544375,16000,경찰은 처벌이 가벼운 폭력행위처벌법을 적용해 검찰에 넘겼으나 검찰은 처벌이 더 무거운 죄를 적용한 것이다,14,45,0.20376134088379386,mid(15~30%),train,zk_00667
train,22176,183,6.5000625,16000,이천 십 사 년 입수했지만 공개되지 않았다가 최근 최순실 사태를 계기로 새로 공개했다,13,35,0.2678456256403636,mid(15~30%),train,zk_00668
train,22186,183,5.3138125,16000,한국에서 사재기가 일상적 현상으로 굳어지는 것이 아니냐는 우려가 나오고 있다,10,33,0.3276392057517961,high(30%~),train,zk_00669
train,15615,184,9.684375,16000,세력을 만들어 다같이 해야할 일이다라며 새정치연합이 근본적이 변화를 만들어내지 못할 경우 하반기부터 이같은 움직임은 가시화될 수 있다,17,58,0.17977549475458832,mid(15~30%),train,zk_00670
train,15619,184,9.2775,16000,한 중견법조인은 성추행을 한 대학교수를 구속하면 그게 반 대학정서를 확산시키는 것이냐 고 반문하면서 사안을 있는 그대로 보면 된다,18,55,0.18765974745502195,mid(15~30%),train,zk_00671
train,15642,184,8.98375,16000,양 씨의 한 유족은 졸지에 가장을 잃은 사건으로 가정이 풍비박산 났다며 용서하면 좋겠지만 아직 마음이 허락하지 않는다고 말했다,18,53,0.19379583214292095,mid(15~30%),train,zk_00672
train,15770,184,5.6619375,16000,그런데 현대축구가 포백 위주로 가면서 저도 맞춰야 했고 그럼 제약이 많이 따르죠,12,33,0.307494264465824,high(30%~),train,zk_00673
train,15804,184,6.021375,16000,그는 당시 한겨레 와 한 통화에서 검찰이 지금 그런 말을 흘리는 의도가 뭔가,13,30,0.2891388274296097,mid(15~30%),train,zk_00674
train,15894,184,5.89075,16000,택배 기사 음식점 종업원 등 일자리를 찾아다녔지만 가는 곳마다 거절당했지,10,31,0.2955503640476962,mid(15~30%),train,zk_00675
train,15927,184,9.7293125,16000,지난해 국내 연구개발과 디자인 직군에만 시범 실시했는데 업무 효율성이 높아지고 직원 만족도가 높아 회사 전체로 확대한 겁니다,17,53,0.17894515229251462,mid(15~30%),train,zk_00676
train,15961,184,8.5644375,16000,박 전 원내대표는 김부겸 전 의원과 함께 이날 안 전 대표가 지역민을 대상으로 여는 강연회에 참석해 축사를 할 계획이다,19,48,0.2032840226826299,mid(15~30%),train,zk_00677
train,15992,184,7.68625,16000,급한 마음에 창조경제를 띄우려고 하다 보니 시장도 왜곡되고 정부 의도와 불일치한 결과가 나타났다고 분석했다,14,46,0.22651010662077947,mid(15~30%),train,zk_00678
train,16020,184,8.0528125,16000,이번에도 전국적으로 돌풍 천둥 번개가 동반되겠고 곳에 따라 여든 밀리미터 가량 내려 비의 양도 많겠습니다,15,44,0.21619940946271457,mid(15~30%),train,zk_00679
train,20473,185,6.6153125,16000,먼저 세탁을 마친 셔츠를 세탁기에서 꺼낸 후 찬장처럼 생긴 런드로이드에 넣으면 끝난다,12,36,0.26317929909040066,mid(15~30%),train,zk_00680
train,20530,185,9.4561875,16000,하지만 곧 이 지역에 살고 있는 매우 다양한 동식물이 과학자들의 주의를 끌게 되었는데 오렌지두꺼비가 발견된 뒤로는 특히 그러하였습니다,18,57,0.18411366177055669,mid(15~30%),train,zk_00681
train,20531,185,9.1685625,16000,사회갈등 완화와 국민통합을 위한 해법으로는 육십 일 쩜 팔 퍼센트가 정치인 등 주민대표자의 올바른 선택을 제시했다,16,48,0.18988945181035372,mid(15~30%),train,zk_00682
train,20553,185,8.2904375,16000,이어 군필자 입장에서 양심적 병역거부는 병역비리를 저질러 군대를 가지 않은 사람과 동일하게 보일 뿐이라고 꼬집었다,15,49,0.21000258514872905,mid(15~30%),train,zk_00683
train,20613,185,6.0109375,16000,이런 것들이 저희 역시도 유책주의에서 파탄주의로 넘어가는 과도기에 있는 상황이라고 보여집니다,11,41,0.28964089329060005,mid(15~30%),train,zk_00684
train,20616,185,7.967875,16000,또 생활지도 교사가 이런 처지이다 보니 점차 기피하는 보직이 됐고 어린 연차의 교사들이 맡는 추세라고 귀띔했다,16,46,0.21850409387872752,mid(15~30%),train,zk_00685
train,20679,185,5.184,16000,이노근 아이들이 그렇다는 게 아니라 이건 학부모님들이 신청하는 것이죠,9,30,0.33584361632213855,high(30%~),train,zk_00686
train,20721,185,7.649875,16000,중도금 대출 은행이 정해지지 않았다는 소식에 당첨자들은 계약을 망설이거나 심지어 포기하기도 했다,12,42,0.2275871575697598,mid(15~30%),train,zk_00687
train,20729,185,11.552625,16000,서울중앙지법 형사합의 이십 칠 부는 십 칠 일 공직선거법 위반 혐의로 기소된 양씨 등 일곱 명에 대해 각각 벌금 칠백 만 에서 천 오백 만원을 선고했다,26,59,0.15070283221466688,mid(15~30%),train,zk_00688
train,20892,185,12.0246875,16000,멀리서 본 실루엣은 스포츠카 같지만 지름 한 미터가 넘는 거대한 바퀴가 달렸고 차체도 너비 이백 서른 여섯 센티미터 길이 육백 열 네 센티미터로 웬만한 일 톤 트럭보다 크다,28,69,0.1447865740389483,low(~15%),train,zk_00689
train,21149,186,6.9138125,16000,삼 분기에만 매출 일 조 이천 구백 십 구 억원 영업이익 육백 십 팔 억원을 올렸다,16,31,0.25181667958365467,mid(15~30%),train,zk_00690
train,21157,186,10.9396875,16000,지난달 옥시레킷벤키저가 피해자들에 대한 보상안을 발표한 것과는 달리 여전히 잘못을 인정하지 않는 태도를 보인 것이다,15,50,0.15914653019238129,mid(15~30%),train,zk_00691
train,21163,186,12.1836875,16000,주거 도시계획 전문가인 김 의원은 한국건설산업연구원 연구위원으로 이십 일 년간 재직하고 이십 대 총선에서 부동산 정책 관련 전문성을 인정받아 새누리당 비례대표로 국회에 입성했다,23,76,0.14289707504513444,low(~15%),train,zk_00692
train,21190,186,7.4999375,16000,한 달에 한 번씩 암컷인 아이바오의 대변에서 호르몬 농도를 조사해 생리를 언제 시작할지 파악한다,14,40,0.2321370420772128,mid(15~30%),train,zk_00693
train,21197,186,5.6751875,16000,문제가 있어도 드러내놓고 얘기할 용기가 안 나는 거예요 소녀들이,9,27,0.30677635003494885,high(30%~),train,zk_00694
train,21259,186,9.1736875,16000,일본 총무상을 지낸 저자는 일본 저출산 문제의 원인과 해법을 풍부한 자료를 통해 제시한다,13,37,0.18978336759497924,mid(15~30%),train,zk_00695
train,21312,186,9.718,16000,다만 피고인이 범행 모두를 시인하고 반성하고 있는 점 동종 전과가 없는 점 등을 고려해 형을 정했다고 덧붙였다,17,45,0.17915345822329348,mid(15~30%),train,zk_00696
train,21354,186,5.780875,16000,이들을 익사시킬지도 모르는 조그마한 물결은 과연 무엇일까,7,25,0.301167782907253,high(30%~),train,zk_00697
train,21435,186,8.2336875,16000,이데일리 노르웨이 국영석유회사 스타토일이 미국 알래스카 유전개발 사업을 포기했다,9,36,0.21145001034032032,mid(15~30%),train,zk_00698
train,21455,186,5.8035,16000,한국 무속의 경우에도 남쪽 지방과 북쪽 지방이 상당히 다르다,9,25,0.2999936774384365,mid(15~30%),train,zk_00699
train,9,187,6.6331875,16000,여기를 누르시면 크게 보실 수 있습니다 류 장관 제가 평양에 특사로 가겠습니다,12,32,0.26247008802539745,mid(15~30%),train,zk_00700
train,21,187,8.919125,16000,그러한 광경을 본 적이 있다면 아마 우리 역시 가슴이 벅차오르면서 가만히 서서 하느님의 놀라운 일들에 주의를 기울였을 것입니다,18,53,0.19520001199825837,mid(15~30%),train,zk_00701
train,60,187,12.101875,16000,당시 북한은 두 발의 미사일을 발사했는데 고각으로 발사된 한 발이 최대 높이 일 천 사백 십 삼 쩜 육 키로미터를 솟구쳐 사거리 사백 키로미터를 기록 성공한 것으로 평가됐다,28,69,0.1438631044374501,low(~15%),train,zk_00702
train,65,187,10.1606875,16000,무상급식 갈등이 일 년 넘게 이어져 오다 홍준표 지사와 박종훈 교육감은 지난 십 팔 일 회동을 통해 급식예산 협상 재개에 합의했다,21,52,0.17134798280273517,mid(15~30%),train,zk_00703
train,84,187,7.53575,16000,하지만 만성적인 운전자 부족에 시달리는 업계의 현실에서 이 같은 대책이 실효성이 없다는 지적이다,13,41,0.23103384626798476,mid(15~30%),train,zk_00704
train,143,187,9.2364375,16000,올보르 구치소 관계자는 정 씨의 아기가 정 씨를 보러 면회를 올 수는 있어도 정 씨가 아기를 보러 나갈 수는 없다고 부인했다,21,49,0.18849402781255936,mid(15~30%),train,zk_00705
train,276,187,7.4875,16000,그마저 대부분 경리직원 등 제품 생산과는 무관한 일을 했고 사실상 오 씨의 일 인 기업이었습니다,15,39,0.23252264534410233,mid(15~30%),train,zk_00706
train,323,187,7.7645625,16000,높을수록 습도유지 성능이 우수한 채소실의 보습률은 팔십 팔 퍼센트 구십 사 퍼센트 수준이었다,13,39,0.22422555128044447,mid(15~30%),train,zk_00707
train,391,187,6.6765625,16000,이데일리 노르웨이 국영석유회사 스타토일이 미국 알래스카 유전개발 사업을 포기했다,9,36,0.26076492311933963,mid(15~30%),train,zk_00708
train,422,187,7.5594375,16000,그런데 우리가 현실에서 겪는 민주주의 후퇴나 경찰 인권침해 노동현장의 권리침해가 타인의 문제일까요,12,43,0.23030990163143306,mid(15~30%),train,zk_00709
train,17627,189,5.372125,16000,김 전 대표의 탈당은 곧바로 문재인 전 대표의 비난으로 쏟아졌다,10,26,0.3240827990811767,high(30%~),train,zk_00710
train,17629,189,5.672125,16000,바이러스는 숙주 안에서만 서식하기에 숙주가 죽으면 바이러스도 생존할 수 없다,10,33,0.30694198506097203,high(30%~),train,zk_00711
