sample_id,speaker,dataset_split,ratio_bin,n_words_replaced,original_text,replaced_tail,new_text,duration,word_count_ok
zk_00452,150,train,mid,3,여덟 시간이나 집을 비웠는데도 재우기만하면 별문제 없을 것이라고 착각했습니다,있을 것이라고 확신했습니다,여덟 시간이나 집을 비웠는데도 재우기만하면 별문제 있을 것이라고 확신했습니다,6.5153125,True
zk_00452,150,train,high,5,여덟 시간이나 집을 비웠는데도 재우기만하면 별문제 없을 것이라고 착각했습니다,깨워야만 큰 문제가 생긴다고 확신했습니다,여덟 시간이나 집을 비웠는데도 깨워야만 큰 문제가 생긴다고 확신했습니다,6.5153125,True
zk_00453,150,train,low,2,반잠수 선박에서 무게를 측정했던 게 만 육천 칠백 톤 정도였습니다,톤 초과였습니다,반잠수 선박에서 무게를 측정했던 게 만 육천 칠백 톤 초과였습니다,5.98125,True
zk_00453,150,train,mid,3,반잠수 선박에서 무게를 측정했던 게 만 육천 칠백 톤 정도였습니다,천 톤 이상이었습니다,반잠수 선박에서 무게를 측정했던 게 만 육천 천 톤 이상이었습니다,5.98125,True
zk_00453,150,train,high,5,반잠수 선박에서 무게를 측정했던 게 만 육천 칠백 톤 정도였습니다,만 육천 톤보다 훨씬 많았습니다,반잠수 선박에서 무게를 측정했던 게 만 육천 톤보다 훨씬 많았습니다,5.98125,True
zk_00454,150,train,low,2,정신병원은 의료급여 예산을 지급받는 방법으로 수익을 얻기 때문에 정신병상수는 당연히 수익으로 연결될 수밖에 없다,"할 수밖에 없다는 ""수밖에 없다""를 2개 어절로 바꾸되, 의미가 달라져야 합니다.","정신병원은 의료급여 예산을 지급받는 방법으로 수익을 얻기 때문에 정신병상수는 당연히 수익으로 연결될 할 수밖에 없다는 ""수밖에 없다""를 2개 어절로 바꾸되, 의미가 달라져야 합니다.",8.8300625,False
zk_00454,150,train,mid,3,정신병원은 의료급여 예산을 지급받는 방법으로 수익을 얻기 때문에 정신병상수는 당연히 수익으로 연결될 수밖에 없다,단절될 수밖에 없다,정신병원은 의료급여 예산을 지급받는 방법으로 수익을 얻기 때문에 정신병상수는 당연히 수익으로 단절될 수밖에 없다,8.8300625,True
zk_00454,150,train,high,5,정신병원은 의료급여 예산을 지급받는 방법으로 수익을 얻기 때문에 정신병상수는 당연히 수익으로 연결될 수밖에 없다,결코 수익으로 연결될 수 없다,정신병원은 의료급여 예산을 지급받는 방법으로 수익을 얻기 때문에 정신병상수는 결코 수익으로 연결될 수 없다,8.8300625,True
zk_00455,150,train,low,2,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 쉽고 편안한 위치에 있습니다,떨어져 있습니다,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 쉽고 편안한 떨어져 있습니다,7.1366875,True
zk_00455,150,train,mid,3,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 쉽고 편안한 위치에 있습니다,불편한 위치에 있습니다,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 쉽고 불편한 위치에 있습니다,7.1366875,True
zk_00455,150,train,high,5,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 쉽고 편안한 위치에 있습니다,범행하기가 어렵고 위험한 위치에 있습니다,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 어렵고 위험한 위치에 있습니다,7.1366875,True
zk_00456,150,train,low,2,그에 대해 알게 된 이후로는 의학에 대한 열정이 식기 시작했습니다,식기 멈췄습니다,그에 대해 알게 된 이후로는 의학에 대한 열정이 식기 멈췄습니다,5.259,True
zk_00456,150,train,mid,3,그에 대해 알게 된 이후로는 의학에 대한 열정이 식기 시작했습니다,열정이 더욱 불타올랐습니다,그에 대해 알게 된 이후로는 의학에 대한 열정이 더욱 불타올랐습니다,5.259,True
zk_00456,150,train,high,5,그에 대해 알게 된 이후로는 의학에 대한 열정이 식기 시작했습니다,의학에 대한 열정이 더욱 타올랐습니다,그에 대해 알게 된 이후로는 의학에 대한 열정이 더욱 타올랐습니다,5.259,True
zk_00457,150,train,low,2,이번 시음은 오스트리아 출신의 소믈리에 거장인 안드레아스 비크호프가 맡았다,비크호프가 거절했다,이번 시음은 오스트리아 출신의 소믈리에 거장인 안드레아스 비크호프가 거절했다,7.201,True
zk_00457,150,train,mid,3,이번 시음은 오스트리아 출신의 소믈리에 거장인 안드레아스 비크호프가 맡았다,안드레아스 비크호프가 거부했다,이번 시음은 오스트리아 출신의 소믈리에 거장인 안드레아스 비크호프가 거부했다,7.201,True
zk_00457,150,train,high,5,이번 시음은 오스트리아 출신의 소믈리에 거장인 안드레아스 비크호프가 맡았다,소믈리에 초보자가 대신 맡게 되었다,이번 시음은 오스트리아 출신의 소믈리에 초보자가 대신 맡게 되었다,7.201,True
zk_00458,150,train,low,2,건강 전문가들도 영양과 건강에 대해 흔히 의견의 일치를 보지 못합니다,봅니다 아니다,건강 전문가들도 영양과 건강에 대해 흔히 의견의 일치를 봅니다 아니다,6.9781875,True
zk_00458,150,train,mid,3,건강 전문가들도 영양과 건강에 대해 흔히 의견의 일치를 보지 못합니다,완벽한 일치를 봅니다,건강 전문가들도 영양과 건강에 대해 흔히 의견의 완벽한 일치를 봅니다,6.9781875,True
zk_00458,150,train,high,5,건강 전문가들도 영양과 건강에 대해 흔히 의견의 일치를 보지 못합니다,흔히 의견의 일치를 보곤 합니다,건강 전문가들도 영양과 건강에 대해 흔히 의견의 일치를 보곤 합니다,6.9781875,True
zk_00459,150,train,low,2,성서를 읽는 사람은 여호와의 증인 외에는 아무도 없다,모두 있다,성서를 읽는 사람은 여호와의 증인 외에는 모두 있다,5.0215625,True
zk_00459,150,train,mid,3,성서를 읽는 사람은 여호와의 증인 외에는 아무도 없다,외에도 많이 있다,성서를 읽는 사람은 여호와의 증인 외에도 많이 있다,5.0215625,True
zk_00459,150,train,high,5,성서를 읽는 사람은 여호와의 증인 외에는 아무도 없다,여호와의 증인도 많이 포함되어 있다,성서를 읽는 사람은 여호와의 증인도 많이 포함되어 있다,5.0215625,True
zk_00460,151,train,low,2,거품 낀 책가방 가격 때문에 부모들은 직접구매나 중고거래 사이트를 이용해 저렴한 가격에 책가방을 구하고 있다,피하고 있다,거품 낀 책가방 가격 때문에 부모들은 직접구매나 중고거래 사이트를 이용해 저렴한 가격에 책가방을 피하고 있다,9.8243125,True
zk_00460,151,train,mid,3,거품 낀 책가방 가격 때문에 부모들은 직접구매나 중고거래 사이트를 이용해 저렴한 가격에 책가방을 구하고 있다,책가방을 버리고 있다,거품 낀 책가방 가격 때문에 부모들은 직접구매나 중고거래 사이트를 이용해 저렴한 가격에 책가방을 버리고 있다,9.8243125,True
zk_00460,151,train,high,5,거품 낀 책가방 가격 때문에 부모들은 직접구매나 중고거래 사이트를 이용해 저렴한 가격에 책가방을 구하고 있다,비싼 가격에 책가방을 팔고 있다,거품 낀 책가방 가격 때문에 부모들은 직접구매나 중고거래 사이트를 이용해 비싼 가격에 책가방을 팔고 있다,9.8243125,True
zk_00461,151,train,low,2,이천 십 년 국방부 국정감사에서는 상당수 카빈 소총이 실사격 부적합 판정을 받았다는 예비군 부대 실사 자료가 공개됐습니다,자료가 비공개됐습니다,이천 십 년 국방부 국정감사에서는 상당수 카빈 소총이 실사격 부적합 판정을 받았다는 예비군 부대 실사 자료가 비공개됐습니다,12.1865625,True
zk_00461,151,train,mid,3,이천 십 년 국방부 국정감사에서는 상당수 카빈 소총이 실사격 부적합 판정을 받았다는 예비군 부대 실사 자료가 공개됐습니다,실사 자료가 비공개됐습니다,이천 십 년 국방부 국정감사에서는 상당수 카빈 소총이 실사격 부적합 판정을 받았다는 예비군 부대 실사 자료가 비공개됐습니다,12.1865625,True
zk_00461,151,train,high,5,이천 십 년 국방부 국정감사에서는 상당수 카빈 소총이 실사격 부적합 판정을 받았다는 예비군 부대 실사 자료가 공개됐습니다,예비군 부대 실사 자료가 은폐됐습니다,이천 십 년 국방부 국정감사에서는 상당수 카빈 소총이 실사격 부적합 판정을 받았다는 예비군 부대 실사 자료가 은폐됐습니다,12.1865625,True
zk_00462,151,train,low,2,이후 중국 정부에서 우리나라와 같이 표준화된 매뉴얼을 쓸 것으로 기대하고 있다,걱정하고 있다,이후 중국 정부에서 우리나라와 같이 표준화된 매뉴얼을 쓸 것으로 걱정하고 있다,8.192875,True
zk_00462,151,train,mid,3,이후 중국 정부에서 우리나라와 같이 표준화된 매뉴얼을 쓸 것으로 기대하고 있다,것으로 우려하고 있다,이후 중국 정부에서 우리나라와 같이 표준화된 매뉴얼을 쓸 것으로 우려하고 있다,8.192875,True
zk_00462,151,train,high,5,이후 중국 정부에서 우리나라와 같이 표준화된 매뉴얼을 쓸 것으로 기대하고 있다,매뉴얼을 쓰지 않을 것으로 예상된다,이후 중국 정부에서 우리나라와 같이 표준화된 매뉴얼을 쓰지 않을 것으로 예상된다,8.192875,True
zk_00463,151,train,low,2,무상 복지에 투입되는 예산을 두고 김무성 새누리당 대표는 성남시 복지확대하면 부도 난다고 했는데,못난다고 했는데,무상 복지에 투입되는 예산을 두고 김무성 새누리당 대표는 성남시 복지확대하면 부도 못난다고 했는데,10.8309375,True
zk_00463,151,train,mid,3,무상 복지에 투입되는 예산을 두고 김무성 새누리당 대표는 성남시 복지확대하면 부도 난다고 했는데,성공한다고 했는데,무상 복지에 투입되는 예산을 두고 김무성 새누리당 대표는 성남시 복지확대하면 성공한다고 했는데,10.8309375,False
zk_00463,151,train,high,5,무상 복지에 투입되는 예산을 두고 김무성 새누리당 대표는 성남시 복지확대하면 부도 난다고 했는데,성남시 복지축소하면 발전한다고 주장했는데,무상 복지에 투입되는 예산을 두고 김무성 새누리당 대표는 성남시 복지축소하면 발전한다고 주장했는데,10.8309375,False
zk_00464,151,train,low,2,민간인 사찰의 최고 윗선이 이명박 대통령임을 입증하는 결정적인 증거를 확보한 것이다,잃어버린 것이다,민간인 사찰의 최고 윗선이 이명박 대통령임을 입증하는 결정적인 증거를 잃어버린 것이다,8.6848125,True
zk_00464,151,train,mid,3,민간인 사찰의 최고 윗선이 이명박 대통령임을 입증하는 결정적인 증거를 확보한 것이다,증거를 놓친 것이다,민간인 사찰의 최고 윗선이 이명박 대통령임을 입증하는 결정적인 증거를 놓친 것이다,8.6848125,True
zk_00464,151,train,high,5,민간인 사찰의 최고 윗선이 이명박 대통령임을 입증하는 결정적인 증거를 확보한 것이다,입증하는 결정적인 증거를 놓친 것이다,민간인 사찰의 최고 윗선이 이명박 대통령임을 입증하는 결정적인 증거를 놓친 것이다,8.6848125,True
zk_00465,151,train,low,2,한국소비자원에 따르면 지난해 구 월 정수기렌털 상담이 전월대비 삼십 이 퍼센트 뛰었다,퍼센트 떨어졌다,한국소비자원에 따르면 지난해 구 월 정수기렌털 상담이 전월대비 삼십 이 퍼센트 떨어졌다,8.6099375,True
zk_00465,151,train,mid,3,한국소비자원에 따르면 지난해 구 월 정수기렌털 상담이 전월대비 삼십 이 퍼센트 뛰었다,이 퍼센트 떨어졌다,한국소비자원에 따르면 지난해 구 월 정수기렌털 상담이 전월대비 삼십 이 퍼센트 떨어졌다,8.6099375,True
zk_00465,151,train,high,5,한국소비자원에 따르면 지난해 구 월 정수기렌털 상담이 전월대비 삼십 이 퍼센트 뛰었다,전월대비 삼십 퍼센트 떨어진 것이다,한국소비자원에 따르면 지난해 구 월 정수기렌털 상담이 전월대비 삼십 퍼센트 떨어진 것이다,8.6099375,True
zk_00466,151,train,low,2,패션의 완성인 손목시계 역시 기동성과 신속성이 요구되는 군대에서 탄생했다,군대에서 소멸했다,패션의 완성인 손목시계 역시 기동성과 신속성이 요구되는 군대에서 소멸했다,8.1015,True
zk_00466,151,train,mid,3,패션의 완성인 손목시계 역시 기동성과 신속성이 요구되는 군대에서 탄생했다,불필요한 곳에서 사라졌다,패션의 완성인 손목시계 역시 기동성과 신속성이 불필요한 곳에서 사라졌다,8.1015,True
zk_00466,151,train,high,5,패션의 완성인 손목시계 역시 기동성과 신속성이 요구되는 군대에서 탄생했다,안정성과 보수성이 강조되는 조직에서 사라졌다,패션의 완성인 손목시계 역시 안정성과 보수성이 강조되는 조직에서 사라졌다,8.1015,True
zk_00467,151,train,low,2,가외의 노력이 든다 하더라도 집 안팎을 깔끔하고 청결하게 유지하기 위해 최선을 다하십시오,포기하세요.,가외의 노력이 든다 하더라도 집 안팎을 깔끔하고 청결하게 유지하기 위해 포기하세요.,8.7198125,False
zk_00467,151,train,mid,3,가외의 노력이 든다 하더라도 집 안팎을 깔끔하고 청결하게 유지하기 위해 최선을 다하십시오,위해 포기해야 합니다,가외의 노력이 든다 하더라도 집 안팎을 깔끔하고 청결하게 유지하기 위해 포기해야 합니다,8.7198125,True
zk_00467,151,train,high,5,가외의 노력이 든다 하더라도 집 안팎을 깔끔하고 청결하게 유지하기 위해 최선을 다하십시오,청결함을 전혀 신경 쓰지 마십시오,가외의 노력이 든다 하더라도 집 안팎을 깔끔하고 청결함을 전혀 신경 쓰지 마십시오,8.7198125,True
zk_00468,151,train,low,2,박 사무장 측은 법원에 미국에서 재판을 받아야 한다는 내용을 담은 서면을 제출했다,서면을 거부했다,박 사무장 측은 법원에 미국에서 재판을 받아야 한다는 내용을 담은 서면을 거부했다,8.064125,True
zk_00468,151,train,mid,3,박 사무장 측은 법원에 미국에서 재판을 받아야 한다는 내용을 담은 서면을 제출했다,담은 서면을 회수했다,박 사무장 측은 법원에 미국에서 재판을 받아야 한다는 내용을 담은 서면을 회수했다,8.064125,True
zk_00468,151,train,high,5,박 사무장 측은 법원에 미국에서 재판을 받아야 한다는 내용을 담은 서면을 제출했다,하지 않겠다는 서면을 제출했다,박 사무장 측은 법원에 미국에서 재판을 받아야 하지 않겠다는 서면을 제출했다,8.064125,False
zk_00469,151,train,low,2,트빌리시에는 폭우가 내리고 강한 바람이 불면서 시내를 가로지르는 하천이 불어나 인근 십 여 개 가옥도 피해를 봤다,이득을 봤다,트빌리시에는 폭우가 내리고 강한 바람이 불면서 시내를 가로지르는 하천이 불어나 인근 십 여 개 가옥도 이득을 봤다,11.213625,True
zk_00469,151,train,mid,3,트빌리시에는 폭우가 내리고 강한 바람이 불면서 시내를 가로지르는 하천이 불어나 인근 십 여 개 가옥도 피해를 봤다,가옥도 피해를 피했다,트빌리시에는 폭우가 내리고 강한 바람이 불면서 시내를 가로지르는 하천이 불어나 인근 십 여 개 가옥도 피해를 피했다,11.213625,True
zk_00469,151,train,high,5,트빌리시에는 폭우가 내리고 강한 바람이 불면서 시내를 가로지르는 하천이 불어나 인근 십 여 개 가옥도 피해를 봤다,여 개 가옥도 피해를 피했다,트빌리시에는 폭우가 내리고 강한 바람이 불면서 시내를 가로지르는 하천이 불어나 인근 십 여 개 가옥도 피해를 피했다,11.213625,True
zk_00470,152,train,low,2,이 과정에서 아파트 명의 문제 등으로 말다툼이 벌어졌고 감정이 격해진 송씨가 공구를 침대에 펼쳐놓고 흉기를 아내 가슴에 들이대며 죽여버린다고 협박했다,살려준다고 약속했다,이 과정에서 아파트 명의 문제 등으로 말다툼이 벌어졌고 감정이 격해진 송씨가 공구를 침대에 펼쳐놓고 흉기를 아내 가슴에 들이대며 살려준다고 약속했다,11.4760625,True
zk_00470,152,train,mid,3,이 과정에서 아파트 명의 문제 등으로 말다툼이 벌어졌고 감정이 격해진 송씨가 공구를 침대에 펼쳐놓고 흉기를 아내 가슴에 들이대며 죽여버린다고 협박했다,들이대며 살려준다고 약속했다,이 과정에서 아파트 명의 문제 등으로 말다툼이 벌어졌고 감정이 격해진 송씨가 공구를 침대에 펼쳐놓고 흉기를 아내 가슴에 들이대며 살려준다고 약속했다,11.4760625,True
zk_00470,152,train,high,5,이 과정에서 아파트 명의 문제 등으로 말다툼이 벌어졌고 감정이 격해진 송씨가 공구를 침대에 펼쳐놓고 흉기를 아내 가슴에 들이대며 죽여버린다고 협박했다,아내 가슴에 들이대며 살려주겠다고 약속했다,이 과정에서 아파트 명의 문제 등으로 말다툼이 벌어졌고 감정이 격해진 송씨가 공구를 침대에 펼쳐놓고 흉기를 아내 가슴에 들이대며 살려주겠다고 약속했다,11.4760625,True
zk_00471,152,train,low,2,지난 육 일 시작된 기초자료 제출 등록 기한은 삼 월 십 일까지다,십 일부터다,지난 육 일 시작된 기초자료 제출 등록 기한은 삼 월 십 일부터다,5.9105625,True
zk_00471,152,train,mid,3,지난 육 일 시작된 기초자료 제출 등록 기한은 삼 월 십 일까지다,월 십 일부터다,지난 육 일 시작된 기초자료 제출 등록 기한은 삼 월 십 일부터다,5.9105625,True
zk_00471,152,train,high,5,지난 육 일 시작된 기초자료 제출 등록 기한은 삼 월 십 일까지다,기한은 삼 월 십 오일까지다,지난 육 일 시작된 기초자료 제출 등록 기한은 삼 월 십 오일까지다,5.9105625,True
zk_00472,152,train,low,2,지인클리닉의원의 박해상 원장은 겨드랑이 털은 특별한 기능이 없다,기능이 있다,지인클리닉의원의 박해상 원장은 겨드랑이 털은 특별한 기능이 있다,6.5206875,True
zk_00472,152,train,mid,3,지인클리닉의원의 박해상 원장은 겨드랑이 털은 특별한 기능이 없다,특별한 기능이 많다,지인클리닉의원의 박해상 원장은 겨드랑이 털은 특별한 기능이 많다,6.5206875,True
zk_00472,152,train,high,5,지인클리닉의원의 박해상 원장은 겨드랑이 털은 특별한 기능이 없다,겨드랑이 털은 중요한 기능이 있다,지인클리닉의원의 박해상 원장은 겨드랑이 털은 중요한 기능이 있다,6.5206875,True
zk_00473,152,train,low,2,배기가스 조작사태 속에서도 폭스바겐이 판매 신기록을 세운 주요 이유입니다,부차적 요인입니다,배기가스 조작사태 속에서도 폭스바겐이 판매 신기록을 세운 부차적 요인입니다,6.921875,True
zk_00473,152,train,mid,3,배기가스 조작사태 속에서도 폭스바겐이 판매 신기록을 세운 주요 이유입니다,거부하는 주요 이유입니다,배기가스 조작사태 속에서도 폭스바겐이 판매 신기록을 거부하는 주요 이유입니다,6.921875,True
zk_00473,152,train,high,5,배기가스 조작사태 속에서도 폭스바겐이 판매 신기록을 세운 주요 이유입니다,판매 부진을 초래한 주요 요인입니다,배기가스 조작사태 속에서도 폭스바겐이 판매 부진을 초래한 주요 요인입니다,6.921875,True
zk_00474,152,train,low,2,등급이 올라감에 따라 받은 금액과 혜택은 함께 증가했다,함께 감소했다,등급이 올라감에 따라 받은 금액과 혜택은 함께 감소했다,5.4236875,True
zk_00474,152,train,mid,3,등급이 올라감에 따라 받은 금액과 혜택은 함께 증가했다,혜택은 함께 감소했다,등급이 올라감에 따라 받은 금액과 혜택은 함께 감소했다,5.4236875,True
zk_00474,152,train,high,5,등급이 올라감에 따라 받은 금액과 혜택은 함께 증가했다,받은 금액과 혜택은 함께 감소했다,등급이 올라감에 따라 받은 금액과 혜택은 함께 감소했다,5.4236875,True
zk_00475,152,train,low,2,역경에 처할 때 아내가 보여 주는 힘과 적응력에 나는 지금도 계속 경탄하고 있습니다,비판하고 있습니다,역경에 처할 때 아내가 보여 주는 힘과 적응력에 나는 지금도 계속 비판하고 있습니다,6.5720625,True
zk_00475,152,train,mid,3,역경에 처할 때 아내가 보여 주는 힘과 적응력에 나는 지금도 계속 경탄하고 있습니다,계속 비판하고 있습니다,역경에 처할 때 아내가 보여 주는 힘과 적응력에 나는 지금도 계속 비판하고 있습니다,6.5720625,True
zk_00475,152,train,high,5,역경에 처할 때 아내가 보여 주는 힘과 적응력에 나는 지금도 계속 경탄하고 있습니다,나는 지금도 계속 의심하고 있습니다,역경에 처할 때 아내가 보여 주는 힘과 적응력에 나는 지금도 계속 의심하고 있습니다,6.5720625,True
zk_00476,152,train,low,2,한 걸음 더 나아가 천 구백 이십 이 년에는 처음으로 선박과 육지 사이에 무선 통신이 이루어졌습니다,통신이 끊겼습니다,한 걸음 더 나아가 천 구백 이십 이 년에는 처음으로 선박과 육지 사이에 무선 통신이 끊겼습니다,7.765625,True
zk_00476,152,train,mid,3,한 걸음 더 나아가 천 구백 이십 이 년에는 처음으로 선박과 육지 사이에 무선 통신이 이루어졌습니다,무선 통신이 실패했습니다,한 걸음 더 나아가 천 구백 이십 이 년에는 처음으로 선박과 육지 사이에 무선 통신이 실패했습니다,7.765625,True
zk_00476,152,train,high,5,한 걸음 더 나아가 천 구백 이십 이 년에는 처음으로 선박과 육지 사이에 무선 통신이 이루어졌습니다,육지 사이에 무선 통신이 끊겼습니다,한 걸음 더 나아가 천 구백 이십 이 년에는 처음으로 선박과 육지 사이에 무선 통신이 끊겼습니다,7.765625,True
zk_00477,152,train,low,2,다만 피고인이 범행 모두를 시인하고 반성하고 있는 점 동종 전과가 없는 점 등을 고려해 형을 정했다고 덧붙였다,부인했다고 덧붙였다,다만 피고인이 범행 모두를 시인하고 반성하고 있는 점 동종 전과가 없는 점 등을 고려해 형을 부인했다고 덧붙였다,8.164375,True
zk_00477,152,train,mid,3,다만 피고인이 범행 모두를 시인하고 반성하고 있는 점 동종 전과가 없는 점 등을 고려해 형을 정했다고 덧붙였다,형을 미뤘다고 덧붙였다,다만 피고인이 범행 모두를 시인하고 반성하고 있는 점 동종 전과가 없는 점 등을 고려해 형을 미뤘다고 덧붙였다,8.164375,True
zk_00477,152,train,high,5,다만 피고인이 범행 모두를 시인하고 반성하고 있는 점 동종 전과가 없는 점 등을 고려해 형을 정했다고 덧붙였다,등을 무시해 형을 정했다고 덧붙였다,다만 피고인이 범행 모두를 시인하고 반성하고 있는 점 동종 전과가 없는 점 등을 무시해 형을 정했다고 덧붙였다,8.164375,True
zk_00478,152,train,low,2,근로능력평가는 의학적 평가와 활동능력 평가 두 가지로 이뤄진다,완전히 다르다,근로능력평가는 의학적 평가와 활동능력 평가 두 완전히 다르다,6.4195,True
zk_00478,152,train,mid,3,근로능력평가는 의학적 평가와 활동능력 평가 두 가지로 이뤄진다,세 가지로 나뉜다,근로능력평가는 의학적 평가와 활동능력 평가 세 가지로 나뉜다,6.4195,True
zk_00478,152,train,high,5,근로능력평가는 의학적 평가와 활동능력 평가 두 가지로 이뤄진다,활동능력 평가 여러 가지로 이뤄진다,근로능력평가는 의학적 평가와 활동능력 평가 여러 가지로 이뤄진다,6.4195,True
zk_00479,152,train,low,2,하나는 좀 젊게 보인 것도 있고 약간 보수적인 분들이 또 여성에 대한 폄하 같은 것도 은연중에 있지 않나 이런 생각도 들었고요,생각도 없었고요,하나는 좀 젊게 보인 것도 있고 약간 보수적인 분들이 또 여성에 대한 폄하 같은 것도 은연중에 있지 않나 이런 생각도 없었고요,9.9885,True
zk_00479,152,train,mid,3,하나는 좀 젊게 보인 것도 있고 약간 보수적인 분들이 또 여성에 대한 폄하 같은 것도 은연중에 있지 않나 이런 생각도 들었고요,그런 생각 없었고요,하나는 좀 젊게 보인 것도 있고 약간 보수적인 분들이 또 여성에 대한 폄하 같은 것도 은연중에 있지 않나 그런 생각 없었고요,9.9885,True
zk_00479,152,train,high,5,하나는 좀 젊게 보인 것도 있고 약간 보수적인 분들이 또 여성에 대한 폄하 같은 것도 은연중에 있지 않나 이런 생각도 들었고요,없지 않나 이런 걱정도 들었고요,하나는 좀 젊게 보인 것도 있고 약간 보수적인 분들이 또 여성에 대한 폄하 같은 것도 은연중에 없지 않나 이런 걱정도 들었고요,9.9885,True
zk_00480,153,train,low,2,일본 정부도 두 유골의 신원이 지바 출신의 미치오 오이카와 도쿄 출신의 마사유키 고바야시라고 확인했다,고바야시라고 부정했다,일본 정부도 두 유골의 신원이 지바 출신의 미치오 오이카와 도쿄 출신의 마사유키 고바야시라고 부정했다,9.253875,True
zk_00480,153,train,mid,3,일본 정부도 두 유골의 신원이 지바 출신의 미치오 오이카와 도쿄 출신의 마사유키 고바야시라고 확인했다,마사유키 고바야시라고 부정했다,일본 정부도 두 유골의 신원이 지바 출신의 미치오 오이카와 도쿄 출신의 마사유키 고바야시라고 부정했다,9.253875,True
zk_00480,153,train,high,5,일본 정부도 두 유골의 신원이 지바 출신의 미치오 오이카와 도쿄 출신의 마사유키 고바야시라고 확인했다,도쿄 출신이 아닌 것으로 확인했다,일본 정부도 두 유골의 신원이 지바 출신의 미치오 오이카와 도쿄 출신이 아닌 것으로 확인했다,9.253875,True
zk_00481,153,train,low,2,미리 준비한 거 자체가 문제는 아니잖아요 그렇죠 라고 동의를 구하듯 질문했습니다,대답을 거부했습니다,미리 준비한 거 자체가 문제는 아니잖아요 그렇죠 라고 동의를 대답을 거부했습니다,6.7786875,True
zk_00481,153,train,mid,3,미리 준비한 거 자체가 문제는 아니잖아요 그렇죠 라고 동의를 구하듯 질문했습니다,반박하듯 질문했습니다,미리 준비한 거 자체가 문제는 아니잖아요 그렇죠 라고 반박하듯 질문했습니다,6.7786875,False
zk_00481,153,train,high,5,미리 준비한 거 자체가 문제는 아니잖아요 그렇죠 라고 동의를 구하듯 질문했습니다,아니라고 강하게 반박을 하듯 질문했습니다,미리 준비한 거 자체가 문제는 아니잖아요 아니라고 강하게 반박을 하듯 질문했습니다,6.7786875,True
zk_00482,153,train,low,2,어머니와 동생이 떠날 때 나도 아내를 떠나 우리 셋은 오클랜드로 이사를 갔습니다,이사 못했습니다,어머니와 동생이 떠날 때 나도 아내를 떠나 우리 셋은 오클랜드로 이사 못했습니다,6.562125,True
zk_00482,153,train,mid,3,어머니와 동생이 떠날 때 나도 아내를 떠나 우리 셋은 오클랜드로 이사를 갔습니다,오클랜드를 떠났습니다,어머니와 동생이 떠날 때 나도 아내를 떠나 우리 셋은 오클랜드를 떠났습니다,6.562125,False
zk_00482,153,train,high,5,어머니와 동생이 떠날 때 나도 아내를 떠나 우리 셋은 오클랜드로 이사를 갔습니다,우리 셋은 오클랜드를 떠났습니다,어머니와 동생이 떠날 때 나도 아내를 떠나 우리 셋은 오클랜드를 떠났습니다,6.562125,False
zk_00483,153,train,low,2,서울신문 김기찬 교수 사 차 산업혁명을 대표할 수 있는 기업을 뽑고자 노력했다,피하고자 노력했다,서울신문 김기찬 교수 사 차 산업혁명을 대표할 수 있는 기업을 피하고자 노력했다,7.405,True
zk_00483,153,train,mid,3,서울신문 김기찬 교수 사 차 산업혁명을 대표할 수 있는 기업을 뽑고자 노력했다,기업을 피하고자 노력했다,서울신문 김기찬 교수 사 차 산업혁명을 대표할 수 있는 기업을 피하고자 노력했다,7.405,True
zk_00483,153,train,high,5,서울신문 김기찬 교수 사 차 산업혁명을 대표할 수 있는 기업을 뽑고자 노력했다,수 없는 기업을 제외하고자 노력했다,서울신문 김기찬 교수 사 차 산업혁명을 대표할 수 없는 기업을 제외하고자 노력했다,7.405,True
zk_00484,153,train,low,2,그런데 이 노래는 좀 더 감동이 짙게 묻어나면서 그 여자를 위한 헌정의 느낌을 살려야 될 것 같았다,확실히 아니었다,그런데 이 노래는 좀 더 감동이 짙게 묻어나면서 그 여자를 위한 헌정의 느낌을 살려야 될 확실히 아니었다,7.914625,True
zk_00484,153,train,mid,3,그런데 이 노래는 좀 더 감동이 짙게 묻어나면서 그 여자를 위한 헌정의 느낌을 살려야 될 것 같았다,될 리 없었다,그런데 이 노래는 좀 더 감동이 짙게 묻어나면서 그 여자를 위한 헌정의 느낌을 살려야 될 리 없었다,7.914625,True
zk_00484,153,train,high,5,그런데 이 노래는 좀 더 감동이 짙게 묻어나면서 그 여자를 위한 헌정의 느낌을 살려야 될 것 같았다,느낌을 잃어버려야 할 것 같았다,그런데 이 노래는 좀 더 감동이 짙게 묻어나면서 그 여자를 위한 헌정의 느낌을 잃어버려야 할 것 같았다,7.914625,True
zk_00485,153,train,low,2,선수 경력과 지도자 능력은 무관하다는 걸 분명하게 보여줬다,모호하게 숨겼다,선수 경력과 지도자 능력은 무관하다는 걸 모호하게 숨겼다,5.764,True
